label,file,path,detected,handedness,score,notes
A,A_sample_399.jpg,../data/A/A_sample_399.jpg,True,Left,0.9930466413497925,
A,A_sample_40.jpg,../data/A/A_sample_40.jpg,True,Left,0.9615805745124817,
A,A_sample_400.jpg,../data/A/A_sample_400.jpg,True,Left,0.9634713530540466,
A,A_sample_401.jpg,../data/A/A_sample_401.jpg,True,Left,0.9930740594863892,
A,A_sample_404.jpg,../data/A/A_sample_404.jpg,True,Left,0.9778221845626831,
A,A_sample_405.jpg,../data/A/A_sample_405.jpg,True,Left,0.9930515885353088,
A,A_sample_408.jpg,../data/A/A_sample_408.jpg,True,Left,0.9944965839385986,
A,A_sample_409.jpg,../data/A/A_sample_409.jpg,True,Left,0.9971216320991516,
A,A_sample_41.jpg,../data/A/A_sample_41.jpg,True,Left,0.9936293959617615,
A,A_sample_410.jpg,../data/A/A_sample_410.jpg,True,Left,0.9866223931312561,
A,A_sample_411.jpg,../data/A/A_sample_411.jpg,True,Left,0.9793224334716797,
A,A_sample_412.jpg,../data/A/A_sample_412.jpg,True,Left,0.9832534790039062,
A,A_sample_415.jpg,../data/A/A_sample_415.jpg,True,Left,0.9884302020072937,
A,A_sample_416.jpg,../data/A/A_sample_416.jpg,True,Left,0.9924306869506836,
A,A_sample_417.jpg,../data/A/A_sample_417.jpg,True,Left,0.9968830943107605,
A,A_sample_418.jpg,../data/A/A_sample_418.jpg,False,,,no_hand_detected
A,A_sample_420.jpg,../data/A/A_sample_420.jpg,True,Left,0.9904897212982178,
A,A_sample_422.jpg,../data/A/A_sample_422.jpg,True,Left,0.9916658401489258,
A,A_sample_425.jpg,../data/A/A_sample_425.jpg,True,Left,0.9898418188095093,
A,A_sample_426.jpg,../data/A/A_sample_426.jpg,True,Left,0.9875941276550293,
A,A_sample_428.jpg,../data/A/A_sample_428.jpg,True,Left,0.9775891304016113,
A,A_sample_429.jpg,../data/A/A_sample_429.jpg,True,Left,0.9996976852416992,
A,A_sample_432.jpg,../data/A/A_sample_432.jpg,True,Left,0.994887113571167,
A,A_sample_433.jpg,../data/A/A_sample_433.jpg,True,Left,0.9900237321853638,
A,A_sample_434.jpg,../data/A/A_sample_434.jpg,True,Left,0.9952593445777893,
A,A_sample_435.jpg,../data/A/A_sample_435.jpg,True,Left,0.973875880241394,
A,A_sample_436.jpg,../data/A/A_sample_436.jpg,True,Left,0.9992327690124512,
A,A_sample_44.jpg,../data/A/A_sample_44.jpg,True,Left,0.9960038065910339,
A,A_sample_440.jpg,../data/A/A_sample_440.jpg,True,Left,0.9903623461723328,
A,A_sample_441.jpg,../data/A/A_sample_441.jpg,True,Left,0.9852460026741028,
A,A_sample_442.jpg,../data/A/A_sample_442.jpg,True,Left,0.9950442910194397,
A,A_sample_444.jpg,../data/A/A_sample_444.jpg,True,Left,0.9892104864120483,
A,A_sample_445.jpg,../data/A/A_sample_445.jpg,True,Left,0.9889009594917297,
A,A_sample_446.jpg,../data/A/A_sample_446.jpg,True,Left,0.9957439303398132,
A,A_sample_448.jpg,../data/A/A_sample_448.jpg,True,Left,0.9896394610404968,
A,A_sample_450.jpg,../data/A/A_sample_450.jpg,True,Left,0.9950985312461853,
A,A_sample_451.jpg,../data/A/A_sample_451.jpg,False,,,no_hand_detected
A,A_sample_452.jpg,../data/A/A_sample_452.jpg,True,Left,0.9915664792060852,
A,A_sample_454.jpg,../data/A/A_sample_454.jpg,True,Left,0.9942606687545776,
A,A_sample_455.jpg,../data/A/A_sample_455.jpg,True,Left,0.9947252869606018,
A,A_sample_456.jpg,../data/A/A_sample_456.jpg,True,Left,0.9962226748466492,
A,A_sample_457.jpg,../data/A/A_sample_457.jpg,True,Left,0.9978275299072266,
A,A_sample_458.jpg,../data/A/A_sample_458.jpg,True,Left,0.9897140860557556,
A,A_sample_46.jpg,../data/A/A_sample_46.jpg,True,Left,0.9971531629562378,
A,A_sample_462.jpg,../data/A/A_sample_462.jpg,True,Left,0.9879471063613892,
A,A_sample_466.jpg,../data/A/A_sample_466.jpg,True,Left,0.9853731393814087,
A,A_sample_467.jpg,../data/A/A_sample_467.jpg,True,Left,0.9874173998832703,
A,A_sample_468.jpg,../data/A/A_sample_468.jpg,True,Right,0.9765198230743408,
A,A_sample_47.jpg,../data/A/A_sample_47.jpg,True,Left,0.9944960474967957,
A,A_sample_470.jpg,../data/A/A_sample_470.jpg,True,Left,0.9946444034576416,
A,A_sample_472.jpg,../data/A/A_sample_472.jpg,True,Left,0.9871894121170044,
A,A_sample_474.jpg,../data/A/A_sample_474.jpg,True,Left,0.9857804179191589,
A,A_sample_475.jpg,../data/A/A_sample_475.jpg,True,Left,0.9908445477485657,
A,A_sample_477.jpg,../data/A/A_sample_477.jpg,True,Left,0.9962692260742188,
A,A_sample_478.jpg,../data/A/A_sample_478.jpg,True,Left,0.9808787703514099,
A,A_sample_480.jpg,../data/A/A_sample_480.jpg,True,Left,0.9923198819160461,
A,A_sample_484.jpg,../data/A/A_sample_484.jpg,True,Left,0.9920921921730042,
A,A_sample_485.jpg,../data/A/A_sample_485.jpg,True,Left,0.9955629110336304,
A,A_sample_486.jpg,../data/A/A_sample_486.jpg,True,Left,0.9944222569465637,
A,A_sample_487.jpg,../data/A/A_sample_487.jpg,True,Left,0.995521068572998,
A,A_sample_488.jpg,../data/A/A_sample_488.jpg,True,Left,0.997587263584137,
A,A_sample_489.jpg,../data/A/A_sample_489.jpg,True,Left,0.9968423247337341,
A,A_sample_49.jpg,../data/A/A_sample_49.jpg,True,Left,0.9744241237640381,
A,A_sample_492.jpg,../data/A/A_sample_492.jpg,True,Left,0.9107591509819031,
A,A_sample_493.jpg,../data/A/A_sample_493.jpg,True,Left,0.9938892126083374,
A,A_sample_494.jpg,../data/A/A_sample_494.jpg,True,Left,0.99622642993927,
A,A_sample_496.jpg,../data/A/A_sample_496.jpg,True,Left,0.9962279796600342,
A,A_sample_497.jpg,../data/A/A_sample_497.jpg,True,Left,0.9937461614608765,
A,A_sample_498.jpg,../data/A/A_sample_498.jpg,True,Left,0.9945935606956482,
A,A_sample_499.jpg,../data/A/A_sample_499.jpg,True,Left,0.9954091310501099,
A,A_sample_5.jpg,../data/A/A_sample_5.jpg,True,Left,0.9995436668395996,
A,A_sample_50.jpg,../data/A/A_sample_50.jpg,True,Left,0.9938987493515015,
A,A_sample_500.jpg,../data/A/A_sample_500.jpg,True,Left,0.9990251064300537,
A,A_sample_505.jpg,../data/A/A_sample_505.jpg,True,Left,0.9948272705078125,
A,A_sample_506.jpg,../data/A/A_sample_506.jpg,True,Left,0.9756870865821838,
A,A_sample_507.jpg,../data/A/A_sample_507.jpg,True,Left,0.9926554560661316,
A,A_sample_509.jpg,../data/A/A_sample_509.jpg,True,Left,0.9949387311935425,
A,A_sample_51.jpg,../data/A/A_sample_51.jpg,True,Left,0.9962314367294312,
A,A_sample_510.jpg,../data/A/A_sample_510.jpg,True,Left,0.9940891861915588,
A,A_sample_513.jpg,../data/A/A_sample_513.jpg,True,Left,0.9968137145042419,
A,A_sample_514.jpg,../data/A/A_sample_514.jpg,True,Left,0.99385666847229,
A,A_sample_515.jpg,../data/A/A_sample_515.jpg,False,,,no_hand_detected
A,A_sample_516.jpg,../data/A/A_sample_516.jpg,True,Left,0.9995834231376648,
A,A_sample_519.jpg,../data/A/A_sample_519.jpg,True,Left,0.9966905117034912,
A,A_sample_52.jpg,../data/A/A_sample_52.jpg,True,Left,0.9957255125045776,
A,A_sample_521.jpg,../data/A/A_sample_521.jpg,True,Left,0.9912075400352478,
A,A_sample_522.jpg,../data/A/A_sample_522.jpg,True,Left,0.9985907077789307,
A,A_sample_524.jpg,../data/A/A_sample_524.jpg,True,Left,0.9918596148490906,
A,A_sample_525.jpg,../data/A/A_sample_525.jpg,True,Left,0.9929760694503784,
A,A_sample_526.jpg,../data/A/A_sample_526.jpg,True,Left,0.9976902008056641,
A,A_sample_527.jpg,../data/A/A_sample_527.jpg,True,Left,0.995911717414856,
A,A_sample_529.jpg,../data/A/A_sample_529.jpg,True,Left,0.9929253458976746,
A,A_sample_530.jpg,../data/A/A_sample_530.jpg,True,Left,0.9913567900657654,
A,A_sample_531.jpg,../data/A/A_sample_531.jpg,True,Left,0.9968101382255554,
A,A_sample_534.jpg,../data/A/A_sample_534.jpg,True,Left,0.9916779398918152,
A,A_sample_535.jpg,../data/A/A_sample_535.jpg,True,Left,0.9923158288002014,
A,A_sample_536.jpg,../data/A/A_sample_536.jpg,True,Left,0.994225263595581,
A,A_sample_538.jpg,../data/A/A_sample_538.jpg,True,Left,0.9940022826194763,
A,A_sample_54.jpg,../data/A/A_sample_54.jpg,True,Left,0.9943740963935852,
A,A_sample_541.jpg,../data/A/A_sample_541.jpg,True,Left,0.9529703855514526,
A,A_sample_542.jpg,../data/A/A_sample_542.jpg,True,Left,0.9947386384010315,
A,A_sample_543.jpg,../data/A/A_sample_543.jpg,True,Left,0.975673496723175,
A,A_sample_544.jpg,../data/A/A_sample_544.jpg,True,Left,0.9732503294944763,
A,A_sample_545.jpg,../data/A/A_sample_545.jpg,True,Left,0.9872518181800842,
A,A_sample_547.jpg,../data/A/A_sample_547.jpg,True,Left,0.9922407865524292,
